AQC00914000,0P,0
AQW00061705,0C,0
CQC00914080,0P,0
CQC00914801,0P,0
CQC00914855,0P,0
CQC00914874,0P,0
FMC00914213,0P,0
FMC00914325,0P,0
FMC00914395,0P,0
FMC00914419,0P,0
FMC00914429,0P,0
FMC00914446,0P,0
FMC00914482,0P,0
FMC00914585,0P,0
FMC00914590,0P,0
FMC00914705,0P,0
FMC00914720,0P,0
FMC00914761,0P,0
FMC00914808,0P,0
FMC00914831,0P,0
FMC00914892,0P,0
FMC00914898,0P,0
FMC00914911,0P,0
FMW00040308,0C,0
FMW00040504,0C,0
FMW00040505,0P,0
GQC00914001,0S,0
GQC00914025,0P,0
GQC00914156,0S,0
GQC00914468,0S,0
GQC00914950,0S,0
GQW00041415,0P,0
JQW00021603,0P,0
MQW00022701,0P,0
PSC00914519,0P,0
PSW00040309,0C,0
RMC00913915,0P,0
RMC00914304,0P,0
RMC00914487,0P,0
RMC00914903,0P,0
RMW00040604,0S,0
RMW00040710,0S,0
RQC00660040,0S,0
RQC00660053,0S,0
RQC00660061,0S,0
RQC00660152,0S,0
RQC00660158,0P,0
RQC00660426,0S,0
RQC00660668,0P,0
RQC00660948,0P,0
RQC00661142,0S,0
RQC00661309,0P,0
RQC00661345,0S,0
RQC00661590,0S,0
RQC00661901,0P,0
RQC00662316,0P,0
RQC00662330,0P,0
RQC00662336,0P,0
RQC00662634,0P,0
RQC00662723,0P,0
RQC00662801,0S,0
RQC00662934,0S,0
RQC00663023,0S,0
RQC00663409,0P,0
RQC00663431,0S,0
RQC00663532,0S,0
RQC00663657,0P,0
RQC00663904,0S,0
RQC00664126,0P,0
RQC00664193,0S,0
RQC00664276,0S,0
RQC00664340,0P,0
RQC00664702,0S,0
RQC00664867,0S,0
RQC00664910,0P,0
RQC00665020,0S,0
RQC00665064,0S,0
RQC00665097,0S,0
RQC00665123,0P,0
RQC00665807,0P,0
RQC00666050,0P,0
RQC00666073,0P,0
RQC00666083,0S,0
RQC00666258,0P,0
RQC00666270,0P,0
RQC00666361,0S,0
RQC00666390,0S,0
RQC00666514,0S,0
RQC00666805,0S,0
RQC00666900,0P,0
RQC00666983,0P,0
RQC00666992,0P,0
RQC00667292,0S,0
RQC00667295,0P,0
RQC00668144,0S,0
RQC00668306,0S,0
RQC00668815,0S,0
RQC00668940,0S,0
RQC00669421,0P,0
RQC00669432,0S,0
RQC00669521,0S,0
RQC00669608,0P,0
RQC00669774,0S,0
RQC00669860,0S,0
RQW00011603,0P,0
RQW00011630,0P,0
RQW00011641,0S,0
USC00010008,1P,1
USC00010063,4P,4
USC00010140,4S,4
USC00010160,4S,4
USC00010184,0P,0
USC00010252,2S,2
USC00010369,22S,22
USC00010390,11P,11
USC00010402,1S,1
USC00010425,7P,7
USC00010430,7P,7
USC00010440,2P,2
USC00010505,2S,2
USC00010583,2S,2
USC00010655,11P,11
USC00010764,8S,8
USC00010957,10P,10
USC00011084,-7777S,-7777
USC00011099,11P,11
USC00011178,0P,0
USC00011288,2P,2
USC00011301,5P,5
USC00011620,7S,7
USC00011690,0P,0
USC00011694,6P,6
USC00011810,4S,4
USC00012096,4P,4
USC00012172,0S,0
USC00012245,1S,1
USC00012577,2P,2
USC00012675,-7777S,-7777
USC00012730,0S,0
USC00012758,1S,1
USC00012813,0S,0
USC00012883,3P,3
USC00013154,1P,1
USC00013251,-7777S,-7777
USC00013271,0P,0
USC00013511,3P,3
USC00013519,3S,3
USC00013573,2P,2
USC00013620,40P,40
USC00013645,17S,17
USC00013655,14P,14
USC00013761,1S,1
USC00013775,17P,17
USC00013930,2S,2
USC00014080,3P,3
USC00014193,-7777S,-7777
USC00014209,3P,3
USC00014226,7P,7
USC00014274,0S,0
USC00014431,1P,1
USC00014603,0P,0
USC00014619,3S,3
USC00014798,4S,4
USC00015112,7P,7
USC00015121,1S,1
USC00015420,0S,0
USC00015439,2P,2
USC00015465,0P,0
USC00015537,3P,3
USC00015635,24S,24
USC00015658,-7777P,-7777
USC00016000,14P,14
USC00016121,17P,17
USC00016129,1P,1
USC00016246,2P,2
USC00016436,0S,0
USC00016478,18S,18
USC00016988,1S,1
USC00017020,10P,10
USC00017131,9S,9
USC00017207,16P,16
USC00017304,13P,13
USC00017366,3S,3
USC00017947,9P,9
USC00017999,13P,13
USC00018024,10S,10
USC00018038,0S,0
USC00018209,3S,3
USC00018323,1S,1
USC00018380,1S,1
USC00018385,0S,0
USC00018469,59S,59
USC00018517,4P,4
USC00018648,13P,13
USC00018653,1P,1
USC00018673,-7777S,-7777
USC00018755,-7777P,-7777
USC00018809,2P,2
USC00018859,3S,3
USC00018867,3P,3
USC00018998,9P,9
USC00020060,2P,2
USC00020080,1P,1
USC00020100,1S,1
USC00020159,428P,428
USC00020174,337P,337
USC00020287,-7777S,-7777
USC00020288,0P,0
USC00020380,17P,17
USC00020498,0S,0
USC00020586,24P,24
USC00020632,-7777S,-7777
USC00020672,-7777P,-7777
USC00020678,744P,744
USC00020750,434P,434
USC00020775,63P,63
USC00020808,100P,100
USC00020949,0S,0
USC00020958,9P,9
USC00021001,1341P,1341
USC00021026,0P,0
USC00021050,0S,0
USC00021231,3P,3
USC00021248,59P,59
USC00021282,-7777P,-7777
USC00021306,0P,0
USC00021314,0S,0
USC00021330,23S,23
USC00021353,2S,2
USC00021514,0P,0
USC00021574,317P,317
USC00021614,14P,14
USC00021664,68P,68
USC00021849,1P,1
USC00021920,170S,170
USC00022109,13S,13
USC00022140,53P,53
USC00022434,0P,0
USC00022659,0P,0
USC00022754,4P,4
USC00022790,-7777P,-7777
USC00022807,0P,0
USC00023009,769P,769
USC00023027,0S,0
USC00023160,528P,528
USC00023190,-7777S,-7777
USC00023393,0S,0
USC00023448,21P,21
USC00023505,17P,17
USC00023596,496P,496
USC00023668,1P,1
USC00023683,937P,937
USC00024053,30P,30
USC00024089,55P,55
USC00024182,2S,2
USC00024391,34P,34
USC00024453,78P,78
USC00024590,0P,0
USC00024675,116P,116
USC00024702,0S,0
USC00024761,0P,0
USC00024829,0S,0
USC00024849,4P,4
USC00024977,0P,0
USC00025129,29P,29
USC00025270,0S,0
USC00025412,731P,731
USC00025418,9S,9
USC00025467,0S,0
USC00025512,5P,5
USC00025635,6S,6
USC00025665,52P,52
USC00025700,0P,0
USC00025780,757P,757
USC00025924,6P,6
USC00026037,190P,190
USC00026119,125S,125
USC00026132,0S,0
USC00026180,34P,34
USC00026190,53P,53
USC00026250,0S,0
USC00026282,15P,15
USC00026328,4P,4
USC00026353,13P,13
USC00026468,40P,40
USC00026471,-7777S,-7777
USC00026513,0P,0
USC00026601,773S,773
USC00026616,40P,40
USC00026653,61P,61
USC00026716,37P,37
USC00026796,127P,127
USC00026840,7P,7
USC00026865,2P,2
USC00027036,2P,2
USC00027281,2S,2
USC00027334,5P,5
USC00027370,0P,0
USC00027390,7S,7
USC00027435,70P,70
USC00027480,4P,4
USC00027488,32P,32
USC00027530,12S,12
USC00027560,24P,24
USC00027593,34P,34
USC00027619,10P,10
USC00027622,18P,18
USC00027708,14P,14
USC00027716,98P,98
USC00027855,205P,205
USC00027880,7P,7
USC00028012,137S,137
USC00028018,195P,195
USC00028112,0P,0
USC00028214,0S,0
USC00028329,636P,636
USC00028348,2P,2
USC00028396,0S,0
USC00028468,25P,25
USC00028499,0S,0
USC00028516,0P,0
USC00028598,2S,2
USC00028619,8P,8
USC00028641,0P,0
USC00028650,335P,335
USC00028795,-7777P,-7777
USC00028796,3S,3
USC00028800,6P,6
USC00028815,3S,3
USC00028817,-7777S,-7777
USC00028865,4S,4
USC00028904,15S,15
USC00028998,1P,1
USC00029114,5S,5
USC00029156,603P,603
USC00029158,26P,26
USC00029166,13S,13
USC00029271,72P,72
USC00029287,3S,3
USC00029309,0S,0
USC00029334,27S,27
USC00029359,738P,738
USC00029376,0P,0
USC00029410,61P,61
USC00029542,40P,40
USC00029562,22P,22
USC00029634,0S,0
USC00029645,1S,1
USC00029652,0P,0
USC00029656,0P,0
USC00030006,40P,40
USC00030064,51P,51
USC00030130,31P,31
USC00030150,16P,16
USC00030220,19P,19
USC00030234,3S,3
USC00030240,22S,22
USC00030286,17S,17
USC00030300,34P,34
USC00030326,22S,22
USC00030458,55P,55
USC00030460,37P,37
USC00030586,92P,92
USC00030616,55P,55
USC00030664,20P,20
USC00030746,16P,16
USC00030764,9P,9
USC00030798,28S,28
USC00030806,25P,25
USC00030814,42P,42
USC00030832,18P,18
USC00030936,34P,34
USC00031102,28S,28
USC00031132,66P,66
USC00031140,8P,8
USC00031152,13P,13
USC00031310,46P,46
USC00031442,10P,10
USC00031457,26P,26
USC00031459,18P,18
USC00031492,30P,30
USC00031596,41P,41
USC00031632,75P,75
USC00031666,22P,22
USC00031730,2P,2
USC00031750,44P,44
USC00031829,27P,27
USC00031834,23P,23
USC00031900,118P,118
USC00031948,26S,26
USC00031962,15P,15
USC00031968,23P,23
USC00032015,21P,21
USC00032148,10P,10
USC00032355,-7777S,-7777
USC00032356,138S,138
USC00032366,84S,84
USC00032444,43P,43
USC00032475,3P,3
USC00032540,9P,9
USC00032670,24P,24
USC00032760,20P,20
USC00032794,54P,54
USC00032842,21P,21
USC00032922,29P,29
USC00032930,138P,138
USC00032946,77P,77
USC00032962,37P,37
USC00032978,17P,17
USC00033242,5P,5
USC00033428,24P,24
USC00033438,27S,27
USC00033442,23S,23
USC00033544,134P,134
USC00033704,45P,45
USC00033734,48P,48
USC00033821,17P,17
USC00033862,40S,40
USC00034106,92P,92
USC00034134,26P,26
USC00034185,18P,18
USC00034528,28S,28
USC00034548,20P,20
USC00034572,23P,23
USC00034638,24S,24
USC00034666,51P,51
USC00034746,84S,84
USC00034756,11P,11
USC00034938,32P,32
USC00034988,50S,50
USC00035018,41P,41
USC00035036,105P,105
USC00035046,41P,41
USC00035079,18P,18
USC00035112,24S,24
USC00035160,46P,46
USC00035177,10P,10
USC00035186,35P,35
USC00035200,34P,34
USC00035354,64P,64
USC00035358,42S,42
USC00035498,39P,39
USC00035508,34P,34
USC00035563,23P,23
USC00035591,28P,28
USC00035691,5P,5
USC00035754,9P,9
USC00035760,35P,35
USC00035820,81P,81
USC00035866,11P,11
USC00035908,35S,35
USC00036008,28S,28
USC00036253,2P,2
USC00036376,18P,18
USC00036380,54P,54
USC00036393,54P,54
USC00036403,60P,60
USC00036506,22P,22
USC00036562,24P,24
USC00036768,13P,13
USC00036918,47S,47
USC00036920,9P,9
USC00036928,23P,23
USC00037038,8P,8
USC00037383,4P,4
USC00037488,39P,39
USC00037582,16P,16
USC00037712,28P,28
USC00038052,31P,31
USC00040010,-7777P,-7777
USC00040014,-7777P,-7777
USC00040029,482P,482
USC00040136,1P,1
USC00040144,0P,0
USC00040161,164P,164
USC00040192,0P,0
USC00040232,0S,0
USC00040343,6S,6
USC00040379,19S,19
USC00040383,9P,9
USC00040436,0P,0
USC00040449,0S,0
USC00040521,3S,3
USC00040673,1S,1
USC00040684,117P,117
USC00040693,0P,0
USC00040738,20P,20
USC00040741,657P,657
USC00040790,0S,0
USC00040798,-7777P,-7777
USC00040924,-7777S,-7777
USC00040931,959P,959
USC00040943,932P,932
USC00040983,0S,0
USC00041010,59P,59
USC00041048,0P,0
USC00041072,244P,244
USC00041080,217P,217
USC00041149,343S,343
USC00041159,24P,24
USC00041214,343P,343
USC00041244,0S,0
USC00041253,0S,0
USC00041277,1100S,1100
USC00041288,0S,0
USC00041316,46P,46
USC00041428,0S,0
USC00041484,-7777P,-7777
USC00041497,1094P,1094
USC00041606,109P,109
USC00041614,189P,189
USC00041697,1084P,1084
USC00041700,1260P,1260
USC00041715,-7777S,-7777
USC00041758,0S,0
USC00041806,4P,4
USC00041838,0P,0
USC00041864,0S,0
USC00041878,18P,18
USC00041907,1S,1
USC00041912,77S,77
USC00041916,0S,0
USC00041967,0P,0
USC00041990,160S,160
USC00042012,1S,1
USC00042081,26P,26
USC00042090,0P,0
USC00042147,0S,0
USC00042214,0S,0
USC00042239,245S,245
USC00042294,0S,0
USC00042319,0S,0
USC00042327,0S,0
USC00042331,44P,44
USC00042346,1S,1
USC00042456,27P,27
USC00042467,1897P,1897
USC00042494,0P,0
USC00042500,314P,314
USC00042504,200P,200
USC00042506,259P,259
USC00042574,297P,297
USC00042598,0S,0
USC00042640,20P,20
USC00042671,4074P,4074
USC00042706,0P,0
USC00042709,0P,0
USC00042713,0S,0
USC00042728,3P,3
USC00042760,0P,0
USC00042771,11P,11
USC00042805,1S,1
USC00042863,0P,0
USC00042920,0S,0
USC00042934,1S,1
USC00042941,21P,21
USC00043038,2S,2
USC00043083,0S,0
USC00043134,65P,65
USC00043157,550P,550
USC00043161,0S,0
USC00043244,0P,0
USC00043261,0S,0
USC00043357,11S,11
USC00043402,1S,1
USC00043417,0S,0
USC00043452,0P,0
USC00043463,78P,78
USC00043489,-7777P,-7777
USC00043498,-7777P,-7777
USC00043551,1800P,1800
USC00043573,80S,80
USC00043578,0S,0
USC00043614,156P,156
USC00043647,12P,12
USC00043672,103P,103
USC00043710,24P,24
USC00043714,0S,0
USC00043747,0S,0
USC00043800,0S,0
USC00043824,158P,158
USC00043855,0S,0
USC00043875,-7777S,-7777
USC00043896,0S,0
USC00043914,8S,8
USC00043939,452P,452
USC00044025,-7777S,-7777
USC00044211,323P,323
USC00044223,0S,0
USC00044232,9P,9
USC00044259,0P,0
USC00044278,4P,4
USC00044288,181P,181
USC00044297,0S,0
USC00044374,794P,794
USC00044422,0S,0
USC00044500,0S,0
USC00044523,0P,0
USC00044536,0P,0
USC00044555,-7777S,-7777
USC00044628,0P,0
USC00044647,0S,0
USC00044671,263P,263
USC00044710,0S,0
USC00044712,0S,0
USC00044713,2493P,2493
USC00044735,0P,0
USC00044838,403P,403
