USC00043914,564R,564
USC00043939,534S,534
USC00044025,588R,588
USC00044176,453R,453
USC00044211,544S,544
USC00044223,726S,726
USC00044232,609S,609
USC00044259,758R,758
USC00044278,642R,642
USC00044297,752S,752
USC00044303,653Q,653
USC00044374,466R,466
USC00044405,652Q,652
USC00044412,569Q,569
USC00044500,587R,587
USC00044523,612R,612
USC00044534,640Q,640
USC00044555,603S,603
USC00044577,509R,509
USC00044647,626R,626
USC00044671,512S,512
USC00044712,628R,628
USC00044713,480R,480
USC00044735,655R,655
USC00044838,482S,482
USC00044881,483R,483
USC00044890,639C,639
USC00044957,634R,634
USC00044997,605S,605
USC00045026,423S,423
USC00045032,613R,613
USC00045064,586R,586
USC00045118,634S,634
USC00045120,633R,633
USC00045123,592S,592
USC00045233,621R,621
USC00045280,426R,426
USC00045311,449S,449
USC00045360,600S,600
USC00045378,585S,585
USC00045385,638R,638
USC00045449,508R,508
USC00045502,736R,736
USC00045532,622S,622
USC00045679,456S,456
USC00045721,627S,627
USC00045756,627R,627
USC00045790,674R,674
USC00045795,558S,558
USC00045802,553R,553
USC00045853,616Q,616
USC00045866,587R,587
USC00045892,573Q,573
USC00045915,588R,588
USC00045933,546S,546
USC00045968,545Q,545
USC00046006,576R,576
USC00046074,597S,597
USC00046136,559S,559
USC00046144,598S,598
USC00046154,596R,596
USC00046161,648R,648
USC00046168,643R,643
USC00046172,604R,604
USC00046174,625R,625
USC00046175,619R,619
USC00046252,584Q,584
USC00046263,656R,656
USC00046336,592R,592
USC00046370,575Q,575
USC00046377,601R,601
USC00046386,760Q,760
USC00046399,612R,612
USC00046498,510R,510
USC00046506,621S,621
USC00046508,576R,576
USC00046521,622R,622
USC00046569,612R,612
USC00046572,612R,612
USC00046599,584R,584
USC00046610,562R,562
USC00046624,635S,635
USC00046635,747S,747
USC00046646,585R,585
USC00046657,562S,562
USC00046685,611S,611
USC00046699,727S,727
USC00046719,670R,670
USC00046730,593S,593
USC00046773,633R,633
USC00046826,582S,582
USC00046926,562R,562
USC00046943,569R,569
USC00046960,601R,601
USC00046962,604R,604
USC00047050,650R,650
USC00047077,655R,655
USC00047085,461S,461
USC00047109,582S,582
USC00047150,568S,568
USC00047195,511R,511
USC00047228,614R,614
USC00047253,621S,621
USC00047306,650S,650
USC00047339,594R,594
USC00047404,557S,557
USC00047414,585R,585
USC00047470,668R,668
USC00047473,655R,655
USC00047641,415R,415
USC00047643,603S,603
USC00047668,573R,573
USC00047689,580R,580
USC00047723,666R,666
USC00047741,616Q,616
USC00047767,553R,553
USC00047785,653R,653
USC00047807,543R,543
USC00047813,644R,644
USC00047821,606S,606
USC00047836,637Q,637
USC00047846,629R,629
USC00047851,590S,590
USC00047874,647R,647
USC00047880,584R,584
USC00047888,656S,656
